id,title,person,liked_recipes,prepare_recipes,fit_preference,know_many,recommend_recipe,many_to_choose,easy_choice,choice_overwhelming,sys_time,unders_sys,many_actions,understandability,satisfaction,effectiveness,persuasiveness,nudge_eval,created,session_id
14,EvaluateChoices,13,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly_Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,2024-12-11 10:09:53.143605+00:00,665abd757f12f824a9fc172d
15,EvaluateChoices,19,Strongly_Agree,Strongly_Agree,Agree,Agree,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,2024-12-11 10:10:49.063973+00:00,648811310395937eb98761c4
16,EvaluateChoices,23,Agree,Neutral,Agree,Neutral,Neutral,Strongly_Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,2024-12-11 10:10:52.413400+00:00,5fef2fa9efea401f0b55a7c2
17,EvaluateChoices,18,Agree,Agree,Strongly_Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 10:11:04.976350+00:00,5e8f89db8ed06f27d73030ae
19,EvaluateChoices,16,Agree,Strongly_Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,2024-12-11 10:11:39.580801+00:00,66ae48fd0da086847386944f
20,EvaluateChoices,24,Disagree,Strongly_Disagree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Neutral,Disagree,Strongly_Disagree,Agree,Neutral,Strongly_Disagree,Neutral,Strongly_Disagree,Strongly_Disagree,Neutral,2024-12-11 10:11:44.189778+00:00,5ece4756967c2c1e444723ed
21,EvaluateChoices,26,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,2024-12-11 10:12:58.249236+00:00,669049b9c8bedd2996d7ddea
22,EvaluateChoices,20,Agree,Agree,Agree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly_Disagree,Strongly_Disagree,2024-12-11 10:13:03.481251+00:00,595bb6ce647a040001dd300c
23,EvaluateChoices,27,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,2024-12-11 10:13:25.861028+00:00,5caf1f3e851c17001362968b
24,EvaluateChoices,30,Agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly_Agree,Strongly_Agree,Disagree,Agree,Disagree,Agree,Neutral,Disagree,Strongly_Agree,Strongly_Agree,2024-12-11 10:14:34.271961+00:00,67223b79a4d01f12dc860c42
25,EvaluateChoices,25,Neutral,Disagree,Neutral,Strongly_Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,2024-12-11 10:14:40.618131+00:00,606cabcd5c1e1e870296997e
26,EvaluateChoices,21,Agree,Agree,Agree,Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Neutral,Agree,Strongly_Disagree,Strongly_Disagree,2024-12-11 10:15:06.271447+00:00,5ed2717aec79fd1d3ca47d65
27,EvaluateChoices,28,Agree,Agree,Agree,Strongly_Agree,Agree,Strongly_Disagree,Agree,Strongly_Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-11 10:15:07.067763+00:00,6155eee8e147bde75c52d48f
28,EvaluateChoices,29,Strongly_Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Agree,Agree,Agree,Strongly_Agree,2024-12-11 10:15:57.982351+00:00,5ecfe4891d96f707354f918b
29,EvaluateChoices,35,Strongly_Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Strongly_Disagree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Strongly_Disagree,2024-12-11 10:16:12.737944+00:00,646b603e50eda67e0d6780d9
30,EvaluateChoices,36,Agree,Agree,Agree,Neutral,Neutral,Strongly_Disagree,Agree,Disagree,Strongly_Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,2024-12-11 10:16:27.544633+00:00,6059ae3dd7584528da131be1
31,EvaluateChoices,37,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly_Disagree,Neutral,Neutral,Strongly_Disagree,Agree,Agree,Agree,Disagree,Disagree,2024-12-11 10:17:02.003718+00:00,5aa28d786219a30001f57655
32,EvaluateChoices,33,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 10:17:04.798922+00:00,5b5d986b5256470001bc728d
33,EvaluateChoices,31,Agree,Neutral,Agree,Agree,Agree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,2024-12-11 10:17:07.159246+00:00,587b7ab8c192390001d60136
34,EvaluateChoices,40,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 10:17:15.557258+00:00,570d56d042a1db000dc5d6e0
35,EvaluateChoices,38,Agree,Neutral,Agree,Strongly_Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Disagree,2024-12-11 10:17:58.493719+00:00,63540405784b0febbc74e3ad
36,EvaluateChoices,39,Agree,Agree,Agree,Agree,Agree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,Agree,Agree,Agree,Strongly_Disagree,Strongly_Disagree,2024-12-11 10:17:59.906842+00:00,656126622ad0ac5a2118e2fc
37,EvaluateChoices,34,Agree,Agree,Agree,Strongly_Agree,Agree,Strongly_Disagree,Agree,Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Disagree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 10:18:04.030731+00:00,5cada641c8e3370018680c6f
38,EvaluateChoices,32,Agree,Agree,Strongly_Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Strongly_Agree,Agree,Agree,Neutral,2024-12-11 10:18:07.036978+00:00,5ea128dbb3b90d1378471bea
39,EvaluateChoices,42,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 10:18:52.322401+00:00,5ea0c0c071dbf50bd270c612
40,EvaluateChoices,41,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Disagree,2024-12-11 10:19:44.236326+00:00,5f46c41bc6a7d0083e3564ca
41,EvaluateChoices,44,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly_Agree,Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-11 10:19:58.590102+00:00,6650e6f169352bfb1977a18a
42,EvaluateChoices,43,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 10:22:25.703210+00:00,5ee235163a959e2d31a0b521
43,EvaluateChoices,45,Agree,Agree,Agree,Agree,Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,2024-12-11 10:24:11.691431+00:00,665c29c098cf6c7245fc9f5b
44,EvaluateChoices,46,Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,2024-12-11 10:25:50.885942+00:00,674ede89919ebcc8741ba9aa
45,EvaluateChoices,47,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly_Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly_Disagree,Agree,2024-12-11 10:28:36.970309+00:00,67588f20434cf56174b89803
46,EvaluateChoices,49,Agree,Agree,Strongly_Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly_Agree,Disagree,Agree,Strongly_Agree,Agree,Agree,Neutral,2024-12-11 10:29:26.760205+00:00,62e94b6406efad3412531a70
47,EvaluateChoices,50,Agree,Strongly_Agree,Agree,Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Agree,Agree,Neutral,Neutral,Neutral,2024-12-11 10:29:57.886675+00:00,612cb8ab5ad60fc4504e073f
48,EvaluateChoices,48,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Neutral,Strongly_Agree,Agree,Neutral,Disagree,Neutral,2024-12-11 10:31:01.589884+00:00,60c961dd88bde0638e8ee828
49,EvaluateChoices,51,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Strongly_Agree,2024-12-11 10:32:55.912495+00:00,6676d41ded1cb587040780e3
50,EvaluateChoices,52,Agree,Agree,Neutral,Strongly_Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,2024-12-11 10:38:10.635544+00:00,665c3ea072dfed905f1465a8
51,EvaluateChoices,53,Strongly_Agree,Agree,Agree,Agree,Agree,Strongly_Disagree,Strongly_Agree,Agree,Strongly_Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly_Agree,2024-12-11 10:55:38.112995+00:00,673b27194ee61c182145405b
52,EvaluateChoices,54,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,2024-12-11 11:03:17.109891+00:00,615417f0f52efc39e4da1e60
53,EvaluateChoices,55,Agree,Disagree,Agree,Strongly_Agree,Strongly_Disagree,Agree,Disagree,Disagree,Strongly_Disagree,Agree,Agree,Disagree,Neutral,Agree,Strongly_Disagree,Strongly_Disagree,2024-12-11 11:25:59.045480+00:00,668d16ae27f1ad4461650742
54,EvaluateChoices,57,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly_Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-11 13:50:15.660715+00:00,60d05712d155f607f2b7f664
55,EvaluateChoices,59,Neutral,Neutral,Agree,Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,2024-12-11 13:51:01.752101+00:00,6286575f2d911d52cff2db4e
56,EvaluateChoices,58,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Strongly_Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 13:51:10.426236+00:00,63469796c87f4b1a7b7ab1de
57,EvaluateChoices,63,Strongly_Agree,Strongly_Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Strongly_Disagree,Agree,Agree,Disagree,Disagree,Disagree,2024-12-11 13:52:46.685922+00:00,62a0dd7267e1be4d0eb1bad1
58,EvaluateChoices,60,Agree,Disagree,Neutral,Strongly_Agree,Disagree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Neutral,Disagree,Disagree,Strongly_Disagree,Neutral,Strongly_Disagree,Disagree,2024-12-11 13:52:49.903534+00:00,65b5163d9f6fd80b763dd0ab
59,EvaluateChoices,56,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Strongly_Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,2024-12-11 13:52:55.058086+00:00,6234ad50fbfc7c32f4687eee
60,EvaluateChoices,62,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Strongly_Disagree,Agree,Neutral,Neutral,Disagree,Disagree,2024-12-11 13:53:01.478563+00:00,65f06d0bedcb12d8883c62aa
61,EvaluateChoices,65,Strongly_Agree,Strongly_Agree,Agree,Neutral,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,2024-12-11 13:53:22.663317+00:00,66a398080da27efcc3e8ecef
62,EvaluateChoices,69,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 13:54:15.088555+00:00,5f2af49b7d292a45e93c896c
63,EvaluateChoices,70,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,2024-12-11 13:54:21.652673+00:00,65a931939b8c8cadbf56c323
64,EvaluateChoices,72,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,2024-12-11 13:54:42.415657+00:00,67408c77deabefe16641546b
65,EvaluateChoices,67,Neutral,Neutral,Neutral,Agree,Neutral,Strongly_Disagree,Agree,Neutral,Neutral,Neutral,Strongly_Disagree,Disagree,Disagree,Disagree,Disagree,Strongly_Disagree,2024-12-11 13:54:53.139088+00:00,53c04378fdf99b360e022d92
66,EvaluateChoices,74,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Strongly_Agree,Disagree,Neutral,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 13:55:05.546414+00:00,6150e088de5e18243a46222c
67,EvaluateChoices,64,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,2024-12-11 13:55:11.392898+00:00,6172ba772342dcc9343a29db
68,EvaluateChoices,71,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Neutral,Neutral,Neutral,Disagree,2024-12-11 13:55:50.600825+00:00,60e074644d4c7314b8dd0c41
69,EvaluateChoices,61,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly_Disagree,Neutral,Agree,Neutral,Strongly_Agree,Agree,Agree,Disagree,Disagree,2024-12-11 13:56:17.751893+00:00,5aae1ba0917b3b00010d494c
70,EvaluateChoices,68,Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Agree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 13:56:47.222428+00:00,67233c9ea50770f9761e5b34
71,EvaluateChoices,66,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,2024-12-11 13:58:08.358027+00:00,60f3b1fe9d52d0f9fe552298
72,EvaluateChoices,76,Agree,Agree,Strongly_Agree,Strongly_Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,2024-12-11 13:58:44.385246+00:00,62b5e4c15384ba7ca013ab55
73,EvaluateChoices,75,Agree,Agree,Agree,Strongly_Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,2024-12-11 13:59:21.345270+00:00,66141299ce278eb731080682
74,EvaluateChoices,77,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly_Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,2024-12-11 14:01:31.031989+00:00,5c5346b553fba80001bc9662
75,EvaluateChoices,78,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 14:03:55.100888+00:00,5ded5559033565416fe02a77
76,EvaluateChoices,73,Agree,Agree,Agree,Agree,Agree,Strongly_Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly_Agree,2024-12-11 14:05:47.683670+00:00,6316ef0182fe0ccf435703e3
77,EvaluateChoices,80,Agree,Neutral,Neutral,Strongly_Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,2024-12-11 15:06:49.374678+00:00,5ea9d8084fd4251207546151
78,EvaluateChoices,81,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly_Agree,Neutral,Disagree,Disagree,Strongly_Disagree,Strongly_Disagree,2024-12-11 15:06:55.637553+00:00,65d508bb7f7ebde9508d5cda
79,EvaluateChoices,82,Strongly_Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,2024-12-11 15:18:39.852375+00:00,590d0c9c1211f9000142af16
80,EvaluateChoices,83,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,2024-12-11 16:02:24.387429+00:00,61072516f83cfe7c54420fef
81,EvaluateChoices,84,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Agree,Agree,Neutral,Neutral,2024-12-12 10:36:36.671732+00:00,59105f07a6a01d0001d65fde
82,EvaluateChoices,86,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Disagree,Neutral,Disagree,Strongly_Disagree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-12 10:39:11.885082+00:00,6659cb22b8e889fe11ae56d2
83,EvaluateChoices,87,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Strongly_Disagree,Neutral,Agree,Agree,2024-12-12 10:40:27.297434+00:00,5a0b42e4fe645f0001e9f480
84,EvaluateChoices,85,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Strongly_Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-12 10:40:28.288221+00:00,599352ad5f49420001caf919
85,EvaluateChoices,88,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Neutral,Agree,Agree,Agree,Strongly_Disagree,Strongly_Disagree,2024-12-12 10:41:46.970317+00:00,6750d9caa6227fc1b528de1c
86,EvaluateChoices,89,Agree,Neutral,Agree,Agree,Agree,Strongly_Disagree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,2024-12-12 10:42:46.396271+00:00,672f061e09802f149baf47e8
87,EvaluateChoices,90,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Agree,Strongly_Agree,Agree,Agree,Agree,2024-12-12 10:48:37.369716+00:00,653bb9ac59c92c4b9f32f258
88,EvaluateChoices,91,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Agree,Neutral,Agree,Disagree,Strongly_Disagree,2024-12-12 13:41:00.036760+00:00,671a870c66175bebdf56e4b6
