id,person,recommended_recipes,healthiness,created,llm_nudges
170,86,"[3992, 3649, 4516]",Unhealthy,2024-12-12 10:38:16.069831+00:00,"[['#HealthyEating', '#BalancedDiet', '#LowCalorieTreat', '#NutritiousDessert', '#MindfulIndulgence', '#NourishingBite'], ['#HealthyEnchiladaCasserole', '#LowCalorieMeal', '#ProteinPackedDish', '#LowFatOption', '#FSA10Approved', '#NotForWeightLoss'], ['#IndulgentTreat', '#HighFatLowProtein', '#CheatDayOnly', '#NotForWeightLoss', '#ModerationIsKey', '#DeliciouslyUnhealthy']]"
169,86,"[2955, 2746, 200]",Healthy,2024-12-12 10:38:16.067097+00:00,"[['#HealthyChickenPasta', '#LowCalorieMeal', '#HighProteinDish', '#NutritiousPastaRecipe', '#BalancedMealOption', '#FSA5Approved'], ['#HealthyHamburgerSoup', '#LowFatHighProtein', '#NutrientRichEats', '#FSA5Approved', '#SatisfyingAndNourishing', '#PerfectBalanceOfFlavors'], ['#HealthyHoisinGingerBeef', '#LowCalorieProteinSkewers', '#NutrientRichBeefSkewers', '#LeanBeefForWeightLoss', '#BalancedDietSkewerOption', '#FSA6ApprovedSkewers']]"
168,85,"[5474, 5364, 6563]",Unhealthy,2024-12-12 10:36:43.102911+00:00,"[['#UnhealthyChowder', '#HighCalorieSoup', '#FatFilledDish', '#LowFSArating', '#NotForDieting', '#NotRecommended'], ['#CoconutShrimpDelight', '#HealthyEatingJourney', '#NutrientPackedDish', '#TwiceCookedGoodness', '#FitFoodieFaves', '#CookingForWellness'], ['#RichRicottaGnocchi', '#CreamyYetCalorific', '#HighFatHighProtein', '#NotForFaintHearts', '#IndulgentButNutritious', '#TastyButCalorieIntense']]"
167,85,"[2803, 2955, 200]",Healthy,2024-12-12 10:36:43.099930+00:00,"[['#HealthySpaghettiSauce', '#LowFatHighProtein', '#FSA6Approved', '#534CaloriesPerServing', '#NutrientRichSauce', '#FuelForYourActiveLifestyle'], ['#HealthyChickenPasta', '#LowFatPastaDish', '#HighProteinMeal', '#GoodFSArating', '#NutritiousDinnerOption', '#BalancedMeal'], ['#HealthyBeefSkewers', '#LowCalorieDish', '#HighProteinMeal', '#NutrientRichDinner', '#EasyRecipe', '#DeliciouslyHealthful']]"
166,84,"[3489, 3735, 5687]",Unhealthy,2024-12-12 10:35:48.595627+00:00,"[['#HealthySteakDish', '#AvocadoSalsaRecipe', '#HighProteinMeal', '#FSA10Approved', '#NutrientRichDinner', '#NotForLowCalorieDiet'], ['#UnhealthyEating', '#HighFat', '#HighCalorie', '#LowFSA', '#NotForWeightLoss', '#NeedActiveLifestyle'], ['#HighFatLowActivity', '#UnhealthyChoice', '#CalorieOverload', '#FattyHamCasserole', '#ProcessedMeatsAlert', '#NotForWeightWatchers']]"
165,84,"[561, 494, 446]",Healthy,2024-12-12 10:35:48.592719+00:00,"[['#HealthyEating', '#DeliciousMoroccanTagine', '#LowFatHighProtein', '#NutritiousTagine', '#GoodFSA', '#LowCalorieHighProtein', '#FreshIngredients', '#BalancedMeal', '#HomemadeHealthyEats', '#SatisfyingTagine', '#NutrientRich', '#CleanEatingChoice', '#WholesomeDinner', '#EnergizingMeal', '#HealthyFoodOption', '#MoroccanCuisine', '#CleanEating', '#FSA6Approved'], ['#HealthyEatingWithApplePork', '#NutritiousAppleGlazedPork', '#LowFatHighProteinOption', '#FSA6ApprovedMeal', '#WholesomePorkTenderloin', '#BalancedMealWithAppleGlaze'], ['#HealthyBlackBeanStew', '#NutrientRichDish', '#ProteinPackedMeal', '#LowFatHighProtein', '#EnergizingBeanStew', '#FillingAndNourishing']]"
164,83,"[3735, 5569, 5989]",Unhealthy,2024-12-11 16:01:29.522846+00:00,"[['#UnhealthyButTasty', '#HighCalorieDish', '#LowFSA', '#RichInProtein', '#HawaiianChicken', '#NotIdealForWeightLoss'], ['#DecadentIndulgence', '#LoadedWithCalories', '#UnhealthyButDelicious', '#TastySinfulTreat', '#HighFatContent', '#NotRecommendedForRegularConsumption'], ['#UnhealthyButDelicious', '#CalorieBomb', '#HighInFat', '#LowInProtein', '#NotForWeightLoss', '#NotRecommended']]"
163,83,"[2803, 936, 446]",Healthy,2024-12-11 16:01:29.519931+00:00,"[['#HealthySpaghettiSauce', '#NutrientRichDish', '#LowFatHighProteinMeal', '#FSA6Approved', '#CalorieFriendlyDinner', '#BalancedNutritionOption'], ['#HealthyPorkChopCasserole', '#LowFatHighProteinMeal', '#NutritiousCabbageRecipe', '#BalancedMealOption', '#DeliciousAndNutritious', '#EasyWeeknightDinner'], ['#HealthyBrazilianBeanStew', '#ProteinPackedMeals', '#LowFatHighProtein', '#NutrientRichDinner', '#NutritionallyBalancedStew', '#HeartHealthyRecipes']]"
162,82,"[3489, 4167, 5609]",Unhealthy,2024-12-11 15:17:45.340179+00:00,"[['#HealthyEatingWithFlankSteak', '#NutrientRichAvocadoSalsa', '#LowCalorieProteinMeal', '#LeanSteakHighInProtein', '#FSA10ApprovedMeal', '#BalancedDietWithFlankSteak'], ['#UnhealthyChickenDish', '#HighFatChickenBreast', '#HighCalorieMeal', '#NotForWeightLoss', '#LowActivityPrep', '#SleepDeprivedChef'], ['#UnhealthyUglies', '#HighFatLowProtein', '#FSA10', '#CalorieHeavy', '#NotRecommended', '#InactiveLifestyle']]"
161,82,"[561, 91, 494]",Healthy,2024-12-11 15:17:45.331884+00:00,"[['#HealthyEatingWithTagine', '#LowCalorieMoroccanTagine', '#HighProteinTagineOption', '#FSA6ApprovedTagine', '#NutrientRichTagineMeal', '#NourishingTagineRecipe'], ['#HealthyEating', '#LowFatMeal', '#ProteinPacked', '#NutrientRich', '#FSA5Approved', '#EasyRecipe'], ['#HealthyEatingWithPork', '#LowFatHighProteinMeal', '#DeliciousAppleGlazedPork', '#NutritiousAndDelicious', '#FSA6ApprovedRecipe', '#BalancedMealOption']]"
160,81,"[5474, 6345, 6563]",Unhealthy,2024-12-11 15:05:50.598737+00:00,"[['#HeartyHamChowder', '#HealthyIngredientsOnly', '#NutrientRichSoup', '#LowFatHighProtein', '#NotRecommendedForInactiveLifestyles', '#HighCalorieWarning'], ['#HealthyItalianSausagePastaSauce', '#NutrientRichSausageSauce', '#LowCalSausagePasta', '#ProteinPackedPastaDish', '#FSA10ItalianSausageSauce', '#SatisfyingSausageSauce'], ['#RicottaGnocchi', '#HealthyEating', '#LowCalorieMeal', '#HighProteinDish', '#NutrientRich', '#QuickAndEasyRecipe']]"
159,81,"[1005, 2329, 236]",Healthy,2024-12-11 15:05:50.595962+00:00,"[['#HealthyChickenChili', '#LowFatHighProtein', '#NutritiousMeal', '#FSAapprovedRecipe', '#HighProteinLowCalorie', '#EasyMealPrep'], ['#HealthyLentilLoaf', '#HighProteinMeal', '#LowFatOption', '#NutrientDenseDish', '#FillingAndSatisfying', '#BalancedAndNourishing'], ['#HealthyOptions', '#HighProteinDiet', '#LowCalorieMeal', '#LeanMeatAlternative', '#FillingAndDelicious', '#FSAapproved']]"
158,80,"[3489, 4167, 5609]",Unhealthy,2024-12-11 15:05:43.557947+00:00,"[['#HealthyEating', '#LowCalorieDinner', '#ProteinPackedMeal', '#AvocadoSalsa', '#NutrientRich', '#AvoidForWeightLoss'], ['#UnhealthyMeal', '#HighCalorieDish', '#HighFatContent', '#LowFSA', '#HighProteinMeal', '#NotSuitableForWeightLoss'], ['#UnhealthyFastFood', '#FSA10', '#HighFatLowProtein', '#HighCalorieCount', '#NotRecommendedForWeightLoss', '#NotSuitableForLowActivityLevels']]"
157,80,"[561, 91, 494]",Healthy,2024-12-11 15:05:43.554748+00:00,"[['#HealthyEating', '#LowCalorieMeal', '#HighProteinDish', '#NutrientRich', '#FSA6approved', '#MediterraneanCuisine'], ['#HealthyVeggieBurgers', '#NutritiousBlackBeanBurgers', '#LowCalorieHighProtein', '#FSA5Approved', '#WholesomeMeatlessBurgers', '#EnergizingMealOption'], ['#HealthyChoiceApplePorkTenderloin', '#LowFatHighProteinPorkRecipe', '#NutritiousGlazedPorkDelight', '#FSA6ApprovedPorkTenderloin', '#434CaloriesAppleGlazedPork', '#BalancedMealApplePorkTenderloin']]"
156,73,"[3992, 3649, 4516]",Unhealthy,2024-12-11 14:04:39.021200+00:00,"[['#HealthyBaking', '#LowCalorieTreat', '#NutritiousDessert', '#AlmondGoodness', '#FSA10', '#RaspberryDelight'], ['#HealthyEnchiladaCasserole', '#LowCalorieMexicanDish', '#ProteinPackedMeal', '#AvoidForWeightLoss', '#NoPreparationNeeded', '#InactiveLifestyle'], ['#HealthyIndulgence', '#DecadentTreat', '#CoconutDelight', '#NutritiousDessert', '#FSA10Approved', '#LowCalorieSweets']]"
155,73,"[2955, 2746, 200]",Healthy,2024-12-11 14:04:39.017534+00:00,"[['#HealthyChickenPasta', '#LowCalorieMeal', '#HighProteinDish', '#NutritiousChickenRecipe', '#FSA5Meal', '#EnergizingPastaOption'], ['#HealthyEatingChoice', '#HighProteinMeal', '#LowFatDish', '#NutritiousSoup', '#FSAapproved', '#DeliciouslySatisfying'], ['#HealthyBeefSkewers', '#LowCalorieDish', '#LeanProteinMeal', '#NutritiousHoisinGinger', '#FSA6Approved', '#BalancedMealOption']]"
154,78,"[3489, 3735, 5687]",Unhealthy,2024-12-11 14:03:11.402242+00:00,"[['#HealthySteakOption', '#AvocadoSalsaDelight', '#LowFSASteak', '#ProteinPackedMeal', '#NutrientRichDish', '#LeanSteakOption'], ['#UnhealthyChicken', '#HighFatHawaiian', '#FSA10', '#CalorieOverload', '#LowProteinMeal', '#NutritionWarning'], ['#ProteinPackedHamCasserole', '#LowFatHeartyCasserole', '#UnhealthyButDeliciousCasserole', '#CalorieLoadedHamCasserole', '#NotRecommendedForWeightLoss', '#HighFatLowActivityCasserole']]"
153,78,"[561, 494, 446]",Healthy,2024-12-11 14:03:11.399263+00:00,"[['#HealthyTagine', '#NutritiousMoroccanCuisine', '#LowFatHighProteinMeal', '#FSA6Approved', '#CalorieConsciousCooking', '#SatisfyingTagineDish'], ['#AppleGlazedPorkTenderloin', '#HealthyEating', '#LowFatHighProtein', '#FSA6', '#NutrientRichMeal', '#SatisfyingDinner'], ['#HealthyBlackBeanStew', '#ProteinPackedMeal', '#LowFatHighProtein', '#NutrientRichStew', '#FSA6Approved', '#BrazilianCuisine']]"
152,77,"[5474, 5364, 6563]",Unhealthy,2024-12-11 14:00:12.514256+00:00,"[['#HeartHealthyHamChowder', '#LowFatHighProteinChowder', '#NutrientRichHamChowder', '#FSA10ApprovedChowder', '#CalorieBalancedChowder', '#ProteinPackedHamChowder'], ['#HealthyShrimpDish', '#LowFatRecipe', '#HighProteinMeal', '#NotRecommendedForWeightLoss', '#UnhealthyChoice', '#HighCalorieOption'], ['#RichRicottaGnocchi', '#IndulgentCarbLoading', '#DecadentRicottaDish', '#HighCaloriePastaOption', '#CalorieBombMeal', '#NotForTheHealthConscious']]"
151,77,"[2803, 2955, 200]",Healthy,2024-12-11 14:00:12.509837+00:00,"[['#HealthySpaghettiSauce', '#LowFatHighProtein', '#NutritiousTomatoSauce', '#DeliciousAndGoodForYou', '#PerfectFSA6Score', '#MealForBodyAndMind'], ['#HealthyChickenPasta', '#LowFatHighProtein', '#NutritiousPastaDish', '#FSA5ApprovedMeal', '#DeliciousAndGoodForYou', '#FitAndFlavorfulDinner'], ['#HealthyBeefSkewers', '#LowCalorieHighProtein', '#NutritiousGingerBeef', '#FSA6ApprovedMeal', '#LeanProteinOption', '#BalancedDietChoice']]"
150,75,"[4416, 5133, 3573]",Unhealthy,2024-12-11 13:57:13.038480+00:00,"[['#CheesyIndulgence', '#RichInFlavor', '#CalorificDelight', '#NotForDieting', '#DecadentDish', '#HighInFat'], ['#HealthyEating', '#LowCalorieMeal', '#HighProteinDish', '#NutritiousIngredients', '#FSA10', '#CabbageRollsIII'], ['#DecadentRaspberryTruffleFudge', '#IndulgentTreatNotForWeightLoss', '#HighCalorieHighFatDessert', '#NotRecommendedForHighBMI', '#UnhealthyFSA10Score', '#PrepareWithModerateActivityLevel']]"
149,75,"[2210, 3084, 2483]",Healthy,2024-12-11 13:57:13.033535+00:00,"[['#HealthyVietnameseSaladRolls', '#FreshIngredientsOnly', '#LowCalorieHighProtein', '#NutrientPackedRolls', '#GoodFoodGoodMood', '#DeliciousAndNutritious'], ['#HealthyEating', '#LowFatHighProtein', '#NutritiousMeals', '#FSA6', '#CalorieCounted', '#GoodChoice'], ['#HealthyHouseFriedRice', '#LowCalorieRecipe', '#HighProteinDish', '#FSA6Approved', '#NutrientRichMeal', '#BalancedDietOption']]"
148,76,"[3514, 3489, 5152]",Unhealthy,2024-12-11 13:57:08.171487+00:00,"[['#SouthernComfortFood', '#HighFatHighProtein', '#UnhealthyChoice', '#NotForWeightLoss', '#DietSabotage', '#AvoidIfInactive'], ['#HealthyFlankSteak', '#AvocadoSalsa', '#ProteinRichDish', '#LowFatMeal', '#543Calories', '#FSA10'], ['#UnhealthyEatingChoice', '#HighCalorieMeal', '#FattySausage', '#HighFatContent', '#NotFitForWeightLoss', '#LowFSArating']]"
147,76,"[561, 494, 1151]",Healthy,2024-12-11 13:57:08.168421+00:00,"[['#HealthyEatingWithTagine', '#LowCalorieTagine', '#HighProteinMoroccanDish', '#NutritiousTagineRecipe', '#WholesomeTagineMeal', '#FSA6ApprovedTagine'], ['#HealthyEating', '#LowFatOption', '#HighProteinMeal', '#DeliciouslyHealthy', '#AppleGlazedPork', '#FSA6'], ['#HealthyEating', '#LowFatHighProtein', '#OnePotMeal', '#NutritiousBeans', '#FSA5', '#252Calories']]"
146,66,"[3649, 4416, 3992]",Unhealthy,2024-12-11 13:55:49.257887+00:00,"[['#HealthyEnchiladaCasserole', '#LowCalorieMexicanDish', '#ProteinPackedMeal', '#LowFatRecipe', '#FSA10Approved', '#NutritiousCasserole'], ['#UnhealthyCasserole', '#HighInFat', '#LowInProtein', '#FSA10', '#CalorieFilled', '#NotForWeightLoss'], ['#HealthyBaking', '#LowCalorieTreat', '#NutrientRich', '#RaspberryAlmondFlavor', '#NotRecommendedForHighBMI', '#AvoidIfNotActive']]"
145,66,"[1716, 2871, 2746]",Healthy,2024-12-11 13:55:49.253194+00:00,"[['#HealthyEating', '#NutrientRich', '#LowCalorieOption', '#HighProteinMeal', '#CollardGreensRecipe', '#DeliciousAndNutritious'], ['#HealthyEating', '#VegetableBeefSoup', '#LowCalorieDinner', '#HighProteinMeal', '#NutrientRich', '#HomemadeGoodness'], ['#HealthyHamburgerSoup', '#HeartyAndNutritious', '#LowCalorieHighProtein', '#FSAapproved', '#SatisfyingAndDelicious', '#EasyAndHealthyOptionsMenu']]"
144,68,"[5474, 6345, 6563]",Unhealthy,2024-12-11 13:55:19.423103+00:00,"[['#HealthyHamChowder', '#LowFatHighProtein', '#NotRecommendedForHighBMI', '#FSA10', '#WatchYourCalories', '#QuickAndEasyMeal'], ['#HealthyItalianSausagePastaSauce', '#LowFSAItalianSausageSauce', '#NutrientRichSausagePastaSauce', '#LeanProteinItalianSausageSauce', '#BalancedDietSausagePasta', '#ModerateCalorieItalianSausageSauce'], ['#HealthyRicottaGnocchi', '#LowFSA', '#LowCalorieGnocchi', '#HighProteinDish', '#BalancedMealOption', '#NutritiousGnocchi']]"
143,68,"[1005, 2329, 236]",Healthy,2024-12-11 13:55:19.419872+00:00,"[['#HealthyProteinPackedDish', '#LowFatHighProteinMeal', '#NutrientRichBlondeChili', '#FSA6BlondeChickenChili', '#CalorieRichHighProtein', '#NutritiousDishForWeightGain'], ['#HealthyLentilLoaf', '#HighProteinDish', '#LowFatLentilLoaf', '#BalancedMealOption', '#FSA5Approved', '#NutrientRichRecipe'], ['#HealthyEating', '#HighProteinMeals', '#LowFatCooking', '#FSAapproved', '#CalorieFriendly', '#NutrientRich']]"
142,71,"[3735, 5569, 5989]",Unhealthy,2024-12-11 13:54:35.486050+00:00,"[['#UnhealthyHawaiianChicken', '#HighCalorieDish', '#FattyChicken', '#AvoidThisRecipe', '#UnbalancedNutrition', '#NotRecommended'], ['#UnhealthyDelight', '#HighFatHighCalories', '#FSA10', '#NotSoHealthy', '#SkipIt', '#GuiltyPleasure'], ['#UnhealthyEatingChoice', '#HighCalorieDish', '#ProcessedFood', '#HighFatContent', '#LowProteinRatio', '#UnbalancedMeal']]"
141,71,"[2803, 936, 446]",Healthy,2024-12-11 13:54:35.482946+00:00,"[['#HealthyIngredients', '#NutritiousMeal', '#LowFatHighProtein', '#FSA6Score', '#534Calories', '#DivineSpaghettiSauce'], ['#HealthyPorkChopCasserole', '#LowFatHighProtein', '#FSAapprovedMeal', '#NutritiousCabbageCasserole', '#BalancedDietOption', '#FitnessFriendlyMeal'], ['#HealthyBrazilianStew', '#ProteinPackedMeal', '#LowFatHighProtein', '#NutrientRichDish', '#FSA6Approved', '#CalorieFriendlyDinner']]"
140,74,"[5644, 4030, 6454]",Unhealthy,2024-12-11 13:54:21.685306+00:00,"[['#UnhealthyCheesyBaconBreasts', '#HighCalorieDish', '#HighFatContent', '#HighProteinContent', '#NotRecommendedForWeightLoss', '#AvoidIfInactive'], ['#HealthyChiliRecipe', '#LowCalorieChili', '#HighProteinChili', '#AwardWinningFlavor', '#FSAapprovedChili', '#NutritiousChiliOption'], ['#HealthySalmon', '#Omega3Goodness', '#ProteinPackedMeal', '#LowFSArating', '#NourishingSalmonDish', '#HeartHealthyOmega3']]"
139,74,"[1005, 482, 2751]",Healthy,2024-12-11 13:54:21.681959+00:00,"[['#HealthyBlondeChickenChili', '#HighProteinLowFat', '#NutrientRichChili', '#FSA4Approved', '#SatisfyingMealOption', '#EasyPrepHealthyMeal'], ['#HealthyChickenChiliSoup', '#LowCalorieDinner', '#ProteinPackedMeal', '#NutritiousSoup', '#FSA5Rating', '#WeightLossFriendly'], ['#HealthyPorkTenderloin', '#LowFatHighProteinMeal', '#NutritiousBurgundyPork', '#BalancedDietOption', '#EasyAndDeliciousRecipe', '#HeartHealthyOption']]"
138,61,"[5474, 6345, 6563]",Unhealthy,2024-12-11 13:54:10.344301+00:00,"[['#HealthyHamChowder', '#LowFatHighProtein', '#NutritiousSoupOption', '#FSA10Approved', '#Under500Calories', '#WholesomeIngredients'], ['#HealthyItalianSausagePastaSauce', '#NutrientRichSausageSauce', '#LowCalorieItalianSausageSauce', '#ProteinPackedPastaSauce', '#HeartHealthySausageSauce', '#BalancedItalianSausageDish'], ['#HealthyRicottaGnocchi', '#LowCalorieItalianDish', '#HighProteinGnocchi', '#NutritiousPastaAlternative', '#FSA10ApprovedMeal', '#GnocchiForBalancedDiet']]"
137,61,"[1005, 2329, 236]",Healthy,2024-12-11 13:54:10.340791+00:00,"[['#HealthyChickenChili', '#LowFatHighProtein', '#NutritiousMeal', '#FSA4Approved', '#SatisfyingDinner', '#EnergyBoostingRecipe'], ['#HealthyIngredients', '#LowFatHighProtein', '#FSA5', '#NutrientRich', '#LowCalorie', '#BalancedMeal'], ['#HealthyMeatloafAlternative', '#LowFatHighProtein', '#FSA6ApprovedMeal', '#BalancedNutritionDish', '#QuickAndEasyCooking', '#NutrientRichMeal']]"
136,64,"[3735, 5569, 5989]",Unhealthy,2024-12-11 13:54:00.971194+00:00,"[['#UnhealthyHawaiianChicken', '#HighCalorieDish', '#HighFatMeal', '#LowFSArating', '#NotRecommendedForRegularDiet', '#InactiveLifestyle'], ['#IndulgentChickenPotPie', '#DecadentComfortFood', '#UnhealthyButDelicious', '#HighCalorieChickenPie', '#RichAndCreamyPie', '#GuiltyPleasureMeal'], ['#UnhealthyEating', '#HighCalories', '#HighFat', '#LowProtein', '#FSA10', '#NotRecommended']]"
135,64,"[2803, 936, 446]",Healthy,2024-12-11 13:54:00.967559+00:00,"[['#HealthySpaghettiSauce', '#LowFatHighProtein', '#NutrientRichMeal', '#DivineDinnerOption', '#FSA6Approved', '#BalancedAndDelicious'], ['#HealthyPorkChopCasserole', '#LowCalorieMeal', '#ProteinPackedDish', '#NutritiousCabbageCasserole', '#BalancedMealOption', '#QuickAndEasyRecipe'], ['#HealthyBlackBeanStew', '#HighProteinMeal', '#BrazilianFlavors', '#LowFatDiet', '#NutritiousAndDelicious', '#FSA6Approved']]"
134,72,"[4416, 5133, 3573]",Unhealthy,2024-12-11 13:53:35.162981+00:00,"[['#HealthyArtichokeCasserole', '#LowCalorieParmesanDish', '#ProteinPackedCasserole', '#FSA10Dish', '#WeightLossFriendly', '#SleepWellEatWell'], ['#HealthyCabbageRolls', '#LowCalorieMeal', '#ProteinPackedDish', '#NutrientRichIngredients', '#FSA10Recipe', '#BalancedDietOption'], ['#DecadentIndulgence', '#SinfulTreat', '#CalorieBomb', '#FSA10', '#FatOverload', '#DeliciouslyUnhealthy']]"
133,72,"[2210, 3084, 2483]",Healthy,2024-12-11 13:53:35.159507+00:00,"[['#FreshAndHealthyVietnameseRolls', '#NutrientPackedSaladRolls', '#LowCalorieHighProteinRolls', '#GoodFatsGoodEats', '#HealthyAndDeliciousRolls', '#PerfectForWeightMaintenance'], ['#HealthySlowCookerRecipe', '#LowFatHighProteinMeal', '#NutrientRichDinnerOption', '#EasyMealPrepForBusyCooks', '#BalancedNutritionForActiveLifestyles', '#FSA5ApprovedDish'], ['#HealthyEatingChoices', '#NutrientRichMeals', '#LowCalorieDishes', '#DeliciousAndNutritious', '#GoodForYou', '#FillingAndFlavorful']]"
132,70,"[3992, 3649, 4516]",Unhealthy,2024-12-11 13:53:31.691673+00:00,"[['#HealthyRaspberryAlmondCoffeecake', '#LowCalorieTreat', '#NutrientRichDessert', '#NotRecommendedForWeightLoss', '#ModeratePrepRequired', '#IndulgeResponsibly'], ['#HealthyEnchiladaCasserole', '#LowCalorieOption', '#ProteinPackedMeal', '#GoodFatContent', '#FSA10Approved', '#NutritiousDinnerOption'], ['#DecadentCoconutBonBons', '#IndulgentButUnhealthy', '#HighFatLowProteinTreat', '#NotForWeightLossJourney', '#AvoidIfWatchingCalories', '#NotRecommendedForInactiveLifestyle']]"
