id,title,person,liked_recipes,prepare_recipes,fit_preference,know_many,recommend_recipe,many_to_choose,easy_choice,choice_overwhelming,sys_time,unders_sys,many_actions,understandability,effectiveness,nudge_eval,created,session_id
37,EvaluateChoices,39,Agree,Agree,Strongly_Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Strongly_Agree,Disagree,Agree,Neutral,Neutral,2024-12-11 10:10:32.704197+00:00,65b3beb4463142ec09dfa888
38,EvaluateChoices,36,Neutral,Neutral,Disagree,Strongly_Agree,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Strongly_Agree,2024-12-11 10:10:37.226657+00:00,63dba7f5878fe280d1be7949
39,EvaluateChoices,44,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-11 10:13:17.055384+00:00,645d03acd1302079adbc39f9
40,EvaluateChoices,45,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Strongly_Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-11 10:14:34.142144+00:00,5a775b638fe2dc00010579b2
41,EvaluateChoices,43,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,2024-12-11 10:17:29.447023+00:00,672c93c50646371ebd158451
42,EvaluateChoices,42,Strongly_Agree,Agree,Agree,Neutral,Strongly_Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,2024-12-11 10:24:33.699486+00:00,671f853874a5d345f3ecfe19
43,EvaluateChoices,46,Strongly_Agree,Agree,Agree,Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Agree,Agree,Agree,2024-12-11 10:26:22.370112+00:00,66095f32c9a782ed6acaf8fb
44,EvaluateChoices,47,Strongly_Agree,Strongly_Agree,Agree,Neutral,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Strongly_Agree,Agree,Strongly_Agree,2024-12-11 10:27:59.036097+00:00,5e70bd5480f43a0009625d4c
45,EvaluateChoices,48,Disagree,Disagree,Neutral,Strongly_Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,2024-12-11 10:30:28.636822+00:00,5aab99693b97410001a8e5a7
46,EvaluateChoices,49,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly_Disagree,Disagree,Strongly_Agree,Neutral,Agree,Agree,Neutral,2024-12-11 10:32:35.909667+00:00,572f526c3c27e7000e0b8aaa
47,EvaluateChoices,50,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 10:35:52.023890+00:00,674740c22c4a0584ab7fdb81
48,EvaluateChoices,52,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly_Agree,Strongly_Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-11 10:38:18.368413+00:00,674c1f69ec501e4a3a1324a3
49,EvaluateChoices,51,Agree,Strongly_Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,2024-12-11 10:39:13.253719+00:00,67311b436baff30462230061
50,EvaluateChoices,53,Strongly_Agree,Agree,Strongly_Agree,Neutral,Neutral,Neutral,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Agree,Agree,2024-12-11 11:04:30.930979+00:00,5654166804212700054a12aa
51,EvaluateChoices,54,Agree,Strongly_Disagree,Neutral,Strongly_Agree,Neutral,Agree,Neutral,Agree,Strongly_Disagree,Agree,Disagree,Agree,Neutral,Neutral,2024-12-11 13:48:12.802333+00:00,5d9a6e6bf788b00012763417
52,EvaluateChoices,55,Agree,Disagree,Agree,Agree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Neutral,Disagree,Disagree,2024-12-11 13:48:19.879746+00:00,6742677ecc26fc2d7868aa9b
53,EvaluateChoices,64,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly_Disagree,Agree,Disagree,Agree,Neutral,Agree,2024-12-11 13:49:14.905373+00:00,65a3f461bfa22dde98c10436
54,EvaluateChoices,56,Agree,Strongly_Agree,Strongly_Agree,Neutral,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Agree,Agree,2024-12-11 13:49:22.160094+00:00,668fa82eb6aad7177cb29ba0
55,EvaluateChoices,61,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly_Agree,Disagree,Neutral,Neutral,Agree,2024-12-11 13:49:41.942049+00:00,5983095e9bf4fe0001071115
56,EvaluateChoices,57,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,2024-12-11 13:49:48.027954+00:00,65958c11eace7483b2a729eb
57,EvaluateChoices,59,Disagree,Strongly_Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Neutral,Agree,Agree,2024-12-11 13:50:01.183577+00:00,66967073cb094a7cac299bab
58,EvaluateChoices,62,Strongly_Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-11 13:50:23.307517+00:00,5f2fcda9700ba6032442db9c
59,EvaluateChoices,60,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-11 13:50:24.704053+00:00,5ecd36302b4d3c05d4cc1ba2
60,EvaluateChoices,66,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-11 13:50:35.635921+00:00,5f7f37094de3e60962dd36f5
61,EvaluateChoices,67,Agree,Agree,Agree,Strongly_Agree,Neutral,Disagree,Agree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Neutral,Disagree,2024-12-11 13:50:38.969318+00:00,5b2a72f7c293b90001732b89
62,EvaluateChoices,68,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Agree,Agree,Neutral,2024-12-11 13:50:40.805098+00:00,62d2c9d825a0449c13aa42cc
63,EvaluateChoices,63,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,2024-12-11 13:50:41.468919+00:00,6148b49d6ac652cefd310332
64,EvaluateChoices,65,Agree,Neutral,Agree,Neutral,Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Disagree,Strongly_Disagree,Strongly_Disagree,Disagree,Disagree,2024-12-11 13:50:42.147331+00:00,63af557b3d4f219c3226b7d6
65,EvaluateChoices,58,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-11 13:51:00.015152+00:00,5ea01b4b2d7b4d0243d93f78
66,EvaluateChoices,69,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Neutral,Disagree,Agree,Strongly_Disagree,Agree,2024-12-11 13:51:31.730793+00:00,664e835c732628231a08fff5
67,EvaluateChoices,72,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly_Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly_Disagree,Disagree,Neutral,2024-12-11 13:52:52.480679+00:00,67404f26b8b62027f2e94de6
68,EvaluateChoices,71,Strongly_Agree,Agree,Agree,Strongly_Agree,Neutral,Disagree,Agree,Strongly_Disagree,Disagree,Agree,Strongly_Disagree,Agree,Neutral,Agree,2024-12-11 13:52:58.823242+00:00,670a165e0ef22b0779d470dd
69,EvaluateChoices,70,Strongly_Agree,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-11 13:57:32.890862+00:00,673da9fe21638a43957ae68b
70,EvaluateChoices,73,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Strongly_Disagree,Disagree,Strongly_Agree,Strongly_Disagree,Agree,Neutral,Agree,2024-12-11 14:01:12.825413+00:00,62347ee217c402f4acae35d0
71,EvaluateChoices,75,Agree,Agree,Agree,Strongly_Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,2024-12-11 14:02:20.738902+00:00,646dc9848e53ff1705d8c9c5
72,EvaluateChoices,76,Agree,Agree,Agree,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Neutral,Agree,Agree,Agree,2024-12-11 15:03:33.043793+00:00,66cf368865143e842d98389d
73,EvaluateChoices,77,Agree,Agree,Agree,Strongly_Agree,Neutral,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Disagree,Neutral,2024-12-11 15:05:28.180851+00:00,5c92f797803bff0017fef8dd
74,EvaluateChoices,78,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,2024-12-11 15:07:45.164299+00:00,62b4370c9a89e5a09c4447de
75,EvaluateChoices,79,Strongly_Agree,Agree,Strongly_Agree,Agree,Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Disagree,Disagree,Strongly_Disagree,2024-12-12 10:37:01.993466+00:00,57d5ab3a722df500017f3622
