id,title,person,liked_recipes,prepare_recipes,fit_preference,know_many,recommend_recipe,many_to_choose,easy_choice,choice_overwhelming,sys_time,unders_sys,many_actions,understandability,satisfaction,effectiveness,persuasiveness,nudge_eval,created,session_id
17,EvaluateChoices,21,Agree,Neutral,Neutral,Strongly_Agree,Neutral,Neutral,Agree,Strongly_Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,2024-12-10 18:25:48.931208+00:00,5a59185e76d1c60001ab1da2
18,EvaluateChoices,17,Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Neutral,Strongly_Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly_Agree,Agree,Agree,2024-12-10 18:26:18.707695+00:00,665a081994dc662744486887
19,EvaluateChoices,14,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Strongly_Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 18:26:39.799476+00:00,654a54a0abb1fef304f60889
20,EvaluateChoices,30,Agree,Agree,Agree,Agree,Agree,Strongly_Disagree,Strongly_Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:26:53.992928+00:00,5cd8129d6834a6000146c08b
21,EvaluateChoices,32,Disagree,Strongly_Disagree,Disagree,Agree,Disagree,Disagree,Strongly_Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly_Disagree,Neutral,Disagree,Disagree,2024-12-10 18:26:58.540035+00:00,5b915c9d22d85d000115c0f5
22,EvaluateChoices,19,Agree,Agree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:27:00.673783+00:00,671798b7d4db73aba8605dae
23,EvaluateChoices,25,Agree,Strongly_Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,2024-12-10 18:27:03.011335+00:00,673235d7774579c480456abf
24,EvaluateChoices,22,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-10 18:27:03.709206+00:00,654f97432dbb8563cf98d7c3
25,EvaluateChoices,38,Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Neutral,Disagree,Strongly_Agree,Strongly_Agree,2024-12-10 18:27:08.080212+00:00,610b115d45797ba46b20aa4c
26,EvaluateChoices,24,Agree,Neutral,Agree,Strongly_Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,2024-12-10 18:27:12.683654+00:00,5c9505af51f50e0016cbc42b
27,EvaluateChoices,28,Agree,Strongly_Agree,Agree,Strongly_Agree,Neutral,Disagree,Agree,Disagree,Disagree,Strongly_Agree,Disagree,Neutral,Strongly_Agree,Agree,Agree,Neutral,2024-12-10 18:27:15.594381+00:00,66c235c2e874e19101846594
28,EvaluateChoices,15,Disagree,Strongly_Disagree,Agree,Strongly_Agree,Strongly_Disagree,Agree,Disagree,Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:27:20.987381+00:00,629f6b8c65fcae219e245284
29,EvaluateChoices,36,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Neutral,2024-12-10 18:27:21.204589+00:00,65ce2ce3f2f16c6a9e8c68c8
30,EvaluateChoices,40,Agree,Neutral,Agree,Disagree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,2024-12-10 18:27:27.215746+00:00,66859847921f89ca3054d41f
31,EvaluateChoices,23,Agree,Strongly_Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly_Disagree,Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Neutral,Agree,Agree,Agree,2024-12-10 18:27:38.475484+00:00,6005f9ba9a21c96134362ff1
32,EvaluateChoices,37,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,2024-12-10 18:27:52.432150+00:00,63ee6ca92186ac65c4437d62
33,EvaluateChoices,29,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,2024-12-10 18:27:58.617024+00:00,5ee17828636ea955e8eaf6bc
34,EvaluateChoices,27,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:28:01.476071+00:00,65d246d0d007f5631ea91a56
35,EvaluateChoices,33,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 18:28:08.774255+00:00,6690273fdda6669878bfa9be
36,EvaluateChoices,35,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly_Agree,2024-12-10 18:28:12.533515+00:00,5cbb204b3c60c200013314b0
37,EvaluateChoices,31,Agree,Neutral,Agree,Strongly_Agree,Neutral,Disagree,Agree,Strongly_Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly_Agree,Agree,2024-12-10 18:28:14.256681+00:00,6757a6eca9e9d0e9273ec9a1
38,EvaluateChoices,42,Agree,Neutral,Neutral,Strongly_Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly_Agree,Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:28:16.226152+00:00,60be1ea6b06c026c3531e0f5
39,EvaluateChoices,34,Agree,Neutral,Agree,Strongly_Agree,Neutral,Agree,Disagree,Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Agree,Neutral,Agree,Agree,2024-12-10 18:28:25.882275+00:00,60d8c3f7b29ef0af10d9203b
40,EvaluateChoices,55,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:28:35.106372+00:00,6658b20e7effe3be35b0e34c
41,EvaluateChoices,39,Neutral,Neutral,Agree,Strongly_Agree,Disagree,Agree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,2024-12-10 18:28:35.273013+00:00,5c4c870af267d70001e6b998
42,EvaluateChoices,46,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 18:28:51.287142+00:00,5fb57dbe9b5a180a294aeb6e
43,EvaluateChoices,47,Agree,Agree,Agree,Strongly_Agree,Neutral,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 18:29:05.988008+00:00,5cb9bdde3eb01800129f81d7
44,EvaluateChoices,44,Neutral,Disagree,Neutral,Strongly_Agree,Disagree,Agree,Disagree,Strongly_Disagree,Disagree,Agree,Strongly_Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-10 18:29:23.282852+00:00,5ec99f86f5c1124c0c518fa9
45,EvaluateChoices,56,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Strongly_Disagree,Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Disagree,Neutral,Agree,Agree,2024-12-10 18:29:35.888814+00:00,571b3de05d40840013c49f3a
46,EvaluateChoices,45,Strongly_Agree,Strongly_Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:29:44.930322+00:00,65a31cba297bacfcc92dd461
47,EvaluateChoices,48,Agree,Neutral,Agree,Strongly_Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly_Agree,Neutral,Strongly_Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,2024-12-10 18:29:49.628858+00:00,667dbf0273d123722d4eb347
48,EvaluateChoices,58,Strongly_Agree,Strongly_Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Disagree,2024-12-10 18:29:52.260794+00:00,5d20f6cbc1dc1c0001162dd5
49,EvaluateChoices,26,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,2024-12-10 18:30:01.164790+00:00,672ec31531b7504b78dcddde
50,EvaluateChoices,57,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly_Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,2024-12-10 18:30:09.367948+00:00,67320610635afc65498583cb
51,EvaluateChoices,43,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Disagree,Strongly_Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly_Agree,Agree,Agree,2024-12-10 18:30:10.520813+00:00,672aaa9f86c28a08d0a98d45
52,EvaluateChoices,50,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:30:15.837808+00:00,63eb2becc8df9ebd3464ee30
53,EvaluateChoices,41,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,2024-12-10 18:30:50.087819+00:00,59eb2cc98c371000010bb196
54,EvaluateChoices,54,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Strongly_Disagree,Neutral,Neutral,Agree,Agree,Agree,2024-12-10 18:31:24.663907+00:00,6658c9461a8ebc71c357ca66
55,EvaluateChoices,60,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly_Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,2024-12-10 18:31:47.148665+00:00,67530381deef0e65b35d98d7
56,EvaluateChoices,59,Strongly_Agree,Strongly_Agree,Agree,Neutral,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:33:15.843820+00:00,66a9530d53827f826e972b51
57,EvaluateChoices,61,Strongly_Agree,Strongly_Agree,Strongly_Agree,Neutral,Agree,Disagree,Agree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Neutral,Agree,Agree,Agree,2024-12-10 18:33:18.934886+00:00,665f567da83b58036682b894
58,EvaluateChoices,53,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,2024-12-10 18:34:16.619487+00:00,66a50d9d7bdfd868e2389033
59,EvaluateChoices,63,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Strongly_Agree,Strongly_Disagree,Disagree,Strongly_Agree,Disagree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 18:36:41.042006+00:00,674e6b8e1724c8621f4c21be
60,EvaluateChoices,49,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-10 18:37:15.654448+00:00,6306ae3d2b596900d1f503b8
61,EvaluateChoices,64,Agree,Neutral,Neutral,Strongly_Agree,Agree,Strongly_Disagree,Disagree,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-10 18:42:44.255893+00:00,662004840cf5731b955a2d0f
62,EvaluateChoices,65,Strongly_Agree,Agree,Neutral,Strongly_Agree,Neutral,Strongly_Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,2024-12-10 18:54:28.962651+00:00,675740a6d070d625e54eb0b9
63,EvaluateChoices,67,Neutral,Disagree,Strongly_Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,2024-12-10 19:20:22.388355+00:00,6749eed49c7dc7e0ec122571
64,EvaluateChoices,68,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,2024-12-10 19:20:24.747339+00:00,67386fbb9f092032b4069489
65,EvaluateChoices,69,Agree,Agree,Agree,Strongly_Agree,Neutral,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Disagree,Strongly_Agree,Agree,Strongly_Agree,2024-12-11 09:23:36.334046+00:00,5e33f55dcb3c093b7c66ff74
66,EvaluateChoices,70,Agree,Agree,Strongly_Agree,Disagree,Agree,Disagree,Strongly_Agree,Disagree,Strongly_Disagree,Agree,Neutral,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,2024-12-11 09:26:45.032762+00:00,59a456d1ec2f75000124f081
67,EvaluateChoices,72,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,2024-12-11 09:29:34.986180+00:00,5422b9f9fdf99b328baf8de6
68,EvaluateChoices,74,Agree,Agree,Agree,Neutral,Neutral,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-11 09:30:01.573410+00:00,6148534692faf0e96f0858b2
69,EvaluateChoices,71,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly_Disagree,Neutral,Agree,Agree,Agree,Neutral,2024-12-11 09:30:04.653575+00:00,66478008028aefda6a20b6cb
70,EvaluateChoices,76,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly_Disagree,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,2024-12-11 09:32:01.009546+00:00,665abd757f12f824a9fc172d
71,EvaluateChoices,75,Neutral,Neutral,Agree,Strongly_Agree,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,2024-12-11 09:32:34.819000+00:00,63177eccf7413f061966ef60
72,EvaluateChoices,73,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 09:33:41.875502+00:00,6588dd40f817f93597ae11cc
73,EvaluateChoices,77,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,2024-12-11 09:33:51.188985+00:00,65845f67f9ed8c08c8e58949
74,EvaluateChoices,78,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Agree,Strongly_Disagree,Agree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 09:39:44.020462+00:00,6402387857cf966e2202c522
75,EvaluateChoices,79,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 13:36:03.303338+00:00,5ba0df3c9c31af0001ff7795
76,EvaluateChoices,81,Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,2024-12-11 13:49:43.039257+00:00,664b197715cb4ea9a5c161f0
77,EvaluateChoices,80,Strongly_Agree,Agree,Agree,Agree,Strongly_Agree,Disagree,Strongly_Agree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Agree,Neutral,Neutral,2024-12-11 13:50:30.549440+00:00,66bcce7233ce3b6b5aaecd5e
78,EvaluateChoices,84,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly_Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 13:51:33.021602+00:00,670c17328b2ef3366ba42a34
79,EvaluateChoices,83,Strongly_Agree,Strongly_Agree,Strongly_Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-11 13:51:42.967645+00:00,674debfd73dee4ca7317f8d5
80,EvaluateChoices,82,Strongly_Agree,Neutral,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Strongly_Disagree,Disagree,Strongly_Disagree,Strongly_Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Agree,Strongly_Disagree,2024-12-11 13:51:56.928263+00:00,5a94ee9bf6dfdd0001ea50f1
81,EvaluateChoices,88,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-11 13:57:52.720988+00:00,5e10c664e7802178da96078a
82,EvaluateChoices,86,Agree,Neutral,Agree,Strongly_Agree,Neutral,Disagree,Agree,Strongly_Disagree,Disagree,Strongly_Agree,Disagree,Agree,Disagree,Neutral,Strongly_Agree,Agree,2024-12-11 13:58:05.372127+00:00,5ee0edcb962eba464f486b40
83,EvaluateChoices,89,Neutral,Neutral,Disagree,Strongly_Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,2024-12-11 13:58:31.339452+00:00,6455616c0fe23ecca70ce1b9
84,EvaluateChoices,85,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,2024-12-11 14:00:52.005584+00:00,65e9fbe46ad3a93ae116ca4b
85,EvaluateChoices,90,Strongly_Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Strongly_Agree,2024-12-11 14:04:47.286758+00:00,67446a448997dec5f9d758ff
86,EvaluateChoices,87,Agree,Agree,Agree,Agree,Agree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-11 14:09:35.987049+00:00,59646f5198cf77000106feb1
87,EvaluateChoices,91,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 14:58:25.170640+00:00,66dca9f03d05bc3864916812
