id,title,person,liked_recipes,prepare_recipes,fit_preference,know_many,recommend_recipe,many_to_choose,easy_choice,choice_overwhelming,sys_time,unders_sys,many_actions,understandability,satisfaction,effectiveness,persuasiveness,nudge_eval,created,session_id
19,EvaluateChoices,20,Agree,Agree,Neutral,Strongly_Agree,Neutral,Agree,Neutral,Neutral,Disagree,Strongly_Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,2024-12-10 15:53:51.069265+00:00,5e9dbe118571130e9056e024
20,EvaluateChoices,23,Agree,Agree,Neutral,Strongly_Agree,Neutral,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 15:53:57.576515+00:00,5c521644e8fee700012f4206
21,EvaluateChoices,35,Strongly_Agree,Agree,Strongly_Agree,Neutral,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Agree,Agree,Agree,Strongly_Agree,Agree,Agree,Agree,2024-12-10 15:53:57.967142+00:00,628b8fb9d25b3424dd467988
22,EvaluateChoices,18,Agree,Strongly_Agree,Strongly_Agree,Agree,Neutral,Disagree,Strongly_Agree,Disagree,Disagree,Agree,Strongly_Agree,Agree,Agree,Agree,Disagree,Neutral,2024-12-10 15:53:59.066707+00:00,5881a94114cf18000105243a
23,EvaluateChoices,21,Neutral,Agree,Agree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,Agree,Agree,Strongly_Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Agree,2024-12-10 15:54:19.740987+00:00,6658cde9ca426e0ee4f620b4
24,EvaluateChoices,28,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-10 15:54:19.862395+00:00,62fb8e94ce94179d6a4e8277
25,EvaluateChoices,29,Neutral,Disagree,Agree,Strongly_Agree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,2024-12-10 15:54:19.882154+00:00,66327d41c775fbf9149cdab9
26,EvaluateChoices,17,Disagree,Strongly_Disagree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Agree,Strongly_Disagree,Agree,Agree,Strongly_Agree,Agree,Agree,2024-12-10 15:54:28.687543+00:00,60b0f00d76201e617923f93f
27,EvaluateChoices,26,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Strongly_Agree,Neutral,Agree,Neutral,Disagree,2024-12-10 15:54:29.391156+00:00,6085a4cc5f5f9ba1a3bfd785
28,EvaluateChoices,25,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly_Disagree,Neutral,Disagree,Strongly_Agree,Disagree,Disagree,Agree,Agree,Disagree,2024-12-10 15:54:32.655805+00:00,63469b33c8cdbd6d3067c28b
29,EvaluateChoices,38,Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 15:54:32.755409+00:00,5ee3e7eacf39640d3af2521f
30,EvaluateChoices,43,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Agree,Agree,Agree,Agree,2024-12-10 15:54:45.756771+00:00,67081ddd6b47219053fca591
31,EvaluateChoices,44,Agree,Agree,Strongly_Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,2024-12-10 15:55:00.060846+00:00,62cbebd0b3641f4745d7c863
32,EvaluateChoices,36,Neutral,Disagree,Disagree,Strongly_Agree,Disagree,Disagree,Agree,Strongly_Disagree,Neutral,Agree,Neutral,Disagree,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,Agree,2024-12-10 15:55:03.289353+00:00,6662ab53ec2c98bc0c546a01
33,EvaluateChoices,59,Agree,Agree,Strongly_Agree,Disagree,Strongly_Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Agree,Disagree,Strongly_Agree,Strongly_Agree,Agree,Agree,Agree,2024-12-10 15:55:22.742177+00:00,5e7a46d8e1e19301df4faab9
34,EvaluateChoices,27,Strongly_Agree,Agree,Agree,Neutral,Agree,Agree,Strongly_Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly_Agree,Strongly_Agree,2024-12-10 15:55:27.944540+00:00,6738fb6675428cd9a4c052f8
35,EvaluateChoices,52,Agree,Agree,Agree,Strongly_Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-10 15:55:31.271487+00:00,667c0ab0556ac92e2d6db642
36,EvaluateChoices,48,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 15:55:45.480221+00:00,5b600b56ec2af5000128417c
37,EvaluateChoices,37,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Strongly_Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,2024-12-10 15:55:48.382112+00:00,5e37453bf269746d9e616f34
38,EvaluateChoices,42,Agree,Strongly_Agree,Neutral,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,Agree,2024-12-10 15:55:51.074776+00:00,67279b3cecabd363c57c2052
39,EvaluateChoices,39,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Neutral,Agree,Strongly_Disagree,Disagree,Agree,Strongly_Disagree,Agree,Agree,Agree,Strongly_Agree,Agree,2024-12-10 15:55:53.443134+00:00,60f5917414ac7d222d22db64
40,EvaluateChoices,46,Agree,Agree,Agree,Neutral,Neutral,Strongly_Agree,Neutral,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Neutral,Agree,Agree,Agree,Strongly_Agree,2024-12-10 15:56:17.067309+00:00,5ae1e99638df950001454b0e
41,EvaluateChoices,50,Agree,Agree,Agree,Strongly_Agree,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 15:56:35.685335+00:00,62e41888387197b61ec6eb6f
42,EvaluateChoices,56,Neutral,Disagree,Neutral,Strongly_Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Disagree,2024-12-10 15:56:37.393505+00:00,5b9b8570805e5d0001c61ad3
43,EvaluateChoices,41,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly_Disagree,Disagree,Disagree,Disagree,2024-12-10 15:56:44.843505+00:00,66995bad37505d9d230c7c2c
44,EvaluateChoices,47,Agree,Neutral,Strongly_Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,2024-12-10 15:56:58.405465+00:00,63da67ccb6c1cf94cb34d4b3
45,EvaluateChoices,60,Strongly_Disagree,Strongly_Disagree,Strongly_Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly_Disagree,Strongly_Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,2024-12-10 15:57:01.317948+00:00,66c1078ce64dfbcdb839e7e5
46,EvaluateChoices,57,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 15:57:17.937402+00:00,673dcedb5193078ab4237491
47,EvaluateChoices,58,Agree,Agree,Strongly_Agree,Agree,Neutral,Disagree,Strongly_Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly_Agree,2024-12-10 15:57:28.040955+00:00,665c302327136dcdb0c4a2e0
48,EvaluateChoices,49,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-10 15:57:44.184703+00:00,63654d0e99f5b917e61dffac
49,EvaluateChoices,65,Neutral,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,2024-12-10 15:57:50.164116+00:00,5b22694763b71800019fa5ba
50,EvaluateChoices,51,Agree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Strongly_Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Disagree,2024-12-10 15:57:51.687234+00:00,5bd0a57f446a8e0001204390
51,EvaluateChoices,64,Agree,Disagree,Neutral,Strongly_Agree,Neutral,Agree,Agree,Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Neutral,Agree,Agree,Agree,Neutral,2024-12-10 15:57:55.761649+00:00,60ddcc052137212419247c3c
52,EvaluateChoices,68,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 15:58:14.687134+00:00,5ce2ab821497a8001a8467c1
53,EvaluateChoices,67,Agree,Disagree,Agree,Strongly_Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,2024-12-10 15:58:19.272499+00:00,5e15d85bd62abeba42692ed3
54,EvaluateChoices,53,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-10 15:58:19.531810+00:00,66095082185479f7db42d782
55,EvaluateChoices,66,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Strongly_Agree,Agree,Agree,Agree,Agree,Agree,2024-12-10 15:58:22.367073+00:00,5c364ce2ba92810001db13e8
56,EvaluateChoices,34,Disagree,Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Neutral,Strongly_Disagree,Strongly_Disagree,Neutral,Strongly_Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,2024-12-10 15:58:24.367679+00:00,6400f212a7bd9c7c5ab1cc25
57,EvaluateChoices,30,Disagree,Disagree,Disagree,Agree,Neutral,Strongly_Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,2024-12-10 15:59:27.672127+00:00,5ea03ed29cb1f00672af3eda
58,EvaluateChoices,69,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,2024-12-10 16:00:51.612402+00:00,5b14972be9270900013c6052
59,EvaluateChoices,62,Strongly_Agree,Agree,Strongly_Agree,Agree,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,2024-12-10 16:01:49.310914+00:00,670f9537444a3ee33ebd58df
60,EvaluateChoices,61,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 16:03:24.288021+00:00,6649f935a6831bc241e34368
61,EvaluateChoices,63,Strongly_Agree,Strongly_Agree,Strongly_Agree,Agree,Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-10 16:08:38.559456+00:00,6730ec73a5938e8d0a4840cf
62,EvaluateChoices,71,Disagree,Disagree,Disagree,Strongly_Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,2024-12-10 16:28:01.549613+00:00,60bc079d1d1e70867fa85ef6
63,EvaluateChoices,70,Agree,Neutral,Agree,Strongly_Agree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,2024-12-10 16:28:03.172649+00:00,5cfb459229a6c2001764e10d
64,EvaluateChoices,73,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly_Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 09:24:19.206195+00:00,5de501e6eb1b0a48a1c1af31
65,EvaluateChoices,74,Strongly_Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly_Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,2024-12-11 09:24:30.207647+00:00,5bcb1ee61fecd00001a90e3b
67,EvaluateChoices,72,Agree,Neutral,Neutral,Agree,Agree,Strongly_Agree,Neutral,Neutral,Strongly_Disagree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,2024-12-11 09:25:59.889597+00:00,67507d6907c477adb7787e15
68,EvaluateChoices,76,Agree,Neutral,Agree,Strongly_Agree,Agree,Strongly_Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,2024-12-11 09:28:20.263295+00:00,66625801c143ca548bcac338
69,EvaluateChoices,81,Agree,Neutral,Agree,Neutral,Neutral,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Disagree,Agree,Strongly_Disagree,Agree,Neutral,Neutral,Agree,Strongly_Agree,2024-12-11 09:28:58.200515+00:00,665cf4259f94a044143b2fd5
70,EvaluateChoices,78,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,Strongly_Agree,2024-12-11 09:29:10.242395+00:00,62b6eacb30532251b7eb05c1
71,EvaluateChoices,82,Strongly_Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly_Disagree,Strongly_Disagree,Strongly_Agree,Strongly_Disagree,Agree,Agree,Agree,Agree,Agree,2024-12-11 09:29:50.423830+00:00,5e4176733f2ecf000aa8e2ad
72,EvaluateChoices,77,Agree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 09:29:53.524419+00:00,5b69965ba45b62000148e20a
73,EvaluateChoices,79,Agree,Neutral,Neutral,Strongly_Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-11 09:30:41.148702+00:00,60784348057c9cb63ebe9e41
74,EvaluateChoices,75,Agree,Agree,Neutral,Neutral,Neutral,Strongly_Agree,Disagree,Strongly_Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,2024-12-11 09:31:08.532560+00:00,558860f6fdf99b4020ba0c59
75,EvaluateChoices,80,Agree,Disagree,Agree,Strongly_Disagree,Agree,Disagree,Agree,Strongly_Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,2024-12-11 09:31:17.160895+00:00,6595fcb9477c6a68a50195ef
76,EvaluateChoices,83,Agree,Disagree,Agree,Strongly_Agree,Disagree,Agree,Disagree,Neutral,Strongly_Disagree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,2024-12-11 09:31:52.319481+00:00,66452f8e6f5cff92c469b400
77,EvaluateChoices,84,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,2024-12-11 11:58:33.990466+00:00,5bf541b292ddb60001d0299e
78,EvaluateChoices,85,Strongly_Agree,Agree,Strongly_Agree,Neutral,Agree,Disagree,Strongly_Agree,Disagree,Disagree,Strongly_Agree,Agree,Strongly_Agree,Agree,Strongly_Agree,Agree,Agree,2024-12-11 12:02:09.771154+00:00,63d79f8bb2ac868ba9fd695f
79,EvaluateChoices,87,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,2024-12-11 13:51:49.430925+00:00,5c90bb590d21a20017ec455d
80,EvaluateChoices,88,Agree,Neutral,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly_Agree,Strongly_Agree,2024-12-11 13:52:41.357026+00:00,590b8b7b5c20d0000177b28e
81,EvaluateChoices,86,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,2024-12-11 13:54:04.984095+00:00,5c46270c4beda000014e5ddd
82,EvaluateChoices,89,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,2024-12-11 14:05:30.792753+00:00,673348a4793499b880ed1cfa
