id,person,recommended_recipes,healthiness,created,llm_nudges
156,84,"[3489, 3735, 5687]",Unhealthy,2024-12-11 11:57:59.729955+00:00,"['Flank Steak with Avocado Salsa is a high-calorie dish with 540 calories, 9.57g fat, and 25.7g protein. The FSA score of 10 out of 12 indicates it is not the healthiest option for someone with normal BMI and moderate activity levels. It is not recommended for those looking to maintain or improve their health with regular exercise and sufficient rest.', 'Hawaiian Chicken II is a dish with high calorie content (540 calories), relatively high fat content (4.74g), and moderate protein content (24.9g). With a FSA score of 10 out of 12, it is not recommended for individuals with normal BMI, no weight loss goals, poor sleep habits, low physical activity, or preparing for a meal.', 'Hearty Ham Casserole is a high-calorie dish with 8.196181895g of fat and a FSA score of 10, which is considered unhealthy. With 452 calories and 21.0g of protein, this recipe may not be suitable for someone with normal BMI, limited sleep, and medium activity levels. It is advised to avoid preparing this dish if you are not actively trying to gain weight.']"
155,84,"[561, 494, 446]",Healthy,2024-12-11 11:57:59.726754+00:00,"[""Moroccan Tagine is a healthy dish packed with nutritious ingredients like vegetables, lean protein, and flavorful spices. With a perfect FSA score of 6, it offers only 265 calories, 0.963675413g fat, and 14.1g protein per serving. It's a delicious and satisfying meal option for those with a normal BMI and a moderate level of daily activity."", 'This Apple Glazed Pork Tenderloin is a healthy and delicious dish made with lean pork tenderloin, apples, and a flavorful glaze. With a FSA score of 6, only 434 calories, 1.933534743g of fat, and 22.5g of protein, it is a nutritious choice for those looking to maintain a balanced diet. Perfect for individuals with normal BMI and medium activity levels, this dish is a satisfying option that can be enjoyed without guilt.', 'Moroccan Tagine is a nutritious dish made with lean protein, such as chicken or lamb, and a variety of vegetables and spices. With a FSA score of 6 out of 6, it is a healthy option for those looking for a satisfying meal. At 508 calories, 2.363315048g fat, and 22.8g protein per serving, it is a balanced choice for individuals with normal BMI and medium activity levels.']"
154,83,"[3992, 3649, 4516]",Unhealthy,2024-12-11 09:30:47.255324+00:00,"['This Raspberry Almond Coffeecake contains high levels of fat and calories, scoring a 10 out of 12 on the FSA scale. With 173 calories, 10.67g of fat, and only 2.9g of protein per serving, this dish is not suitable for individuals with higher BMI or those trying to lose weight. It is recommended to maintain a balanced diet, get enough sleep, and engage in moderate physical activity instead.', 'Enchilada Casserole is a high-fat, high-calorie dish with a FSA score of 10 out of 12, containing 375 calories, 9.74g fat, and 17.4g protein per serving. People with higher BMI, trying to lose weight, and those with active lifestyles should avoid consuming this dish regularly. It is recommended for individuals with lower energy needs and moderate activity levels to enjoy in moderation.', 'Coconut Bon Bons are a high-calorie and high-fat treat, with a FSA score of 10 out of 12, making them less suitable for individuals with higher BMI or those looking to reduce weight. Despite containing 1.3g of protein, these sweets are not a nutritious option for those maintaining a balanced diet. It is recommended to enjoy Coconut Bon Bons in moderation and pair them with a healthy lifestyle that includes enough sleep and moderate physical activity.']"
153,83,"[2955, 2746, 200]",Healthy,2024-12-11 09:30:47.252515+00:00,"['Chicken Pasta I is a nutritious dish made with lean chicken breast, whole wheat pasta, and fresh vegetables, resulting in a top FSA score of 5. With only 185 calories, 1.3g fat, and 15.7g protein per serving, it is a satisfying and healthy option for those with higher BMI and moderate activity levels who prioritize balanced meals and overall well-being. Prepare this recipe to enjoy a delicious, guilt-free meal that supports your health goals.', 'Hearty Hamburger Soup is a nutritious and delicious dish that is perfect for those looking to maintain a healthy lifestyle. With a low FSA score of 5 out of 6, this soup offers a balanced nutrition profile with just 223 calories, 2.6g of fat, and 14.7g of protein per serving. It is an ideal choice for individuals with higher BMI who are looking for a satisfying meal without compromising on taste or nutrition.', 'Chicken Pasta I is a delicious dish featuring tender chicken strips, whole wheat pasta, and a savory tomato-based sauce. With a FSA score of 6 out of 6, this meal is a healthy choice for those looking to maintain a balanced diet. At only 124 calories per serving, Chicken Pasta I is a satisfying option packed with 11.7g of protein to support muscle health and keep you feeling full longer.']"
152,80,"[4416, 5133, 3573]",Unhealthy,2024-12-11 09:29:28.353035+00:00,"['This Parmesan Artichoke Casserole is rich in flavor with high fat content, providing 300 calories and 15.7g of protein per serving. With a FSA score of 10 out of 12, it is not recommended for those with higher BMI and no specific dietary goals, insufficient sleep, inactivity, and lack of preparation time.', 'Cabbage Rolls III is a high calorie, high fat dish with a low FSA score of 10 out of 12. With 319 calories, 7.394530422g of fat, and 15.0g of protein, this dish may not be suitable for individuals with a higher BMI and no specific eating goals, who do not get enough sleep or physical activity. It is advisable to choose a lighter and healthier option to maintain overall well-being.', 'Raspberry Truffle Fudge is a decadent treat high in fat and calories, with a low protein content. With a FSA score of 10 out of 12, it is not recommended for those with higher BMI or no specific dietary goals. It is best avoided by those who do not get enough sleep or engage in regular physical activity.']"
151,80,"[2210, 3084, 2483]",Healthy,2024-12-11 09:29:28.349999+00:00,"['Vietnamese Salad Rolls are a nutritious dish filled with fresh vegetables like lettuce, carrots, and herbs, making them low in fat and high in protein. With a FSA score of 6 out of 6, 187 calories per serving, and healthy ingredients, they are a great option for those looking to maintain a balanced diet without sacrificing flavor. Even with a higher BMI and limited activity, preparing these rolls is a simple and delicious way to enjoy a satisfying and guilt-free meal.', 'Slow Cooker Swiss Steak is a nutritious dish made with lean beef steak, tomatoes, onions, and seasonings. With a FSA score of 5, only 246 calories, 3.094800152g fat, and 16.8g protein, it is a healthy option for those looking to maintain a balanced diet. This easy-to-make recipe is perfect for individuals with higher BMI who are not actively pursuing specific eating goals and have ample time for preparation.', 'Vietnamese Salad Rolls are a nutritious and delicious dish filled with fresh vegetables like lettuce, carrots, and cucumbers, alongside lean protein such as shrimp or chicken. With a high FSA score of 6, only 236 calories, 5.382g fat, and 13.0g protein, these rolls make for a healthy and satisfying meal option. Even if you have a higher BMI or are not active, taking the time to prepare these nutrient-packed rolls is a great choice for your overall health and well-being.']"
150,82,"[5474, 6345, 6563]",Unhealthy,2024-12-11 09:28:59.037331+00:00,"['High in fat and calories, Ham Chowder is not recommended for individuals with higher BMI or trying to lose weight. With a FSA score of 10 out of 12 and 438 calories per serving, this dish is not suitable for those with a sedentary lifestyle and inadequate sleep. It is important to consider healthier alternatives with lower fat content and higher nutritional value.', 'Pasta Sauce with Italian Sausage is a high-fat, high-calorie dish with a FSA score of 10 out of 12, making it a less healthy option for those watching their weight. With 339 calories, 8.759228049g fat, and 18.5g protein, this recipe may not be suitable for individuals with higher BMI, inadequate sleep, and lack of physical activity. It is recommended to opt for a lighter, more nutritious meal to support weight loss goals and overall well-being.', 'Ricotta Gnocchi is a high-calorie dish with 442 calories and 10.68305831g fat, making it unhealthy for individuals with a higher BMI. With a FSA score of 10 out of 12, this dish is not recommended for those looking to lose weight or who have limited physical activity. It is important to avoid consuming this dish if you have a sedentary lifestyle and do not get enough sleep to maintain a healthy weight.']"
149,82,"[1005, 2329, 236]",Healthy,2024-12-11 09:28:59.025513+00:00,"[""Michelle's Blonde Chicken Chili is a nutritious dish packed with high protein content (47.2g) and low fat (0.973739897g), making it a perfect option for individuals with higher BMI looking to maintain a balanced diet. With a FSA score of 4 out of 6, this chili is a healthy choice for those who prioritize their health despite having irregular eating habits, inadequate sleep, and limited physical activity. At only 412 calories, this flavorful recipe is a convenient and satisfying option for busy individuals seeking a nourishing meal."", 'Lentil loaf is a nutritious dish made with healthy ingredients such as lentils, vegetables, and spices. With a FSA score of 5 out of 6, low in fat (2.5g) and high in protein (14.6g), it provides a satisfying meal at only 272 calories. This recipe is ideal for those with higher BMI seeking a balanced, nutrient-rich option that is quick and easy to prepare, suitable for those with limited time and activity levels.', ""Michelle's Blonde Chicken Chili is a nutritious and delicious dish with a perfect FSA score of 6 out of 6, making it a healthy choice for those with higher BMI. With only 331 calories, 3.867334592g fat, and 17.4g protein per serving, this recipe is ideal for individuals not eating to reduce weight, having limited sleep, and lacking activity, as it provides essential nutrients without compromising on taste. Make this chili to nourish your body while enjoying a satisfying meal.""]"
148,79,"[5474, 6345, 6563]",Unhealthy,2024-12-11 09:28:38.349406+00:00,"['Ham chowder is a creamy soup made with high-fat ingredients, resulting in a FSA score of 10 out of 12. With 438 calories, 5.26g fat, and 19.1g protein per serving, it is not recommended for individuals with higher BMI or those trying to lose weight. Due to its high calorie and fat content, preparing this recipe is not suitable for individuals with limited sleep and medium activity levels.', 'Pasta Sauce with Italian Sausage is a high calorie dish with 339 calories per serving. It contains 8.759228049g of fat and 18.5g of protein, making it unhealthy for individuals with a higher BMI trying to reduce weight. It is not recommended for those with few hours of sleep, as it is not a suitable meal for maintaining a medium activity level.', 'Ricotta Gnocchi is a rich and creamy dish made with high-fat ingredients such as ricotta cheese, which contributes to its high calorie and fat content. With a FSA score of 10 out of 12 (considered bad for health), this recipe may not be suitable for individuals looking to lose weight or with higher BMIs. Additionally, the preparation of Ricotta Gnocchi requires medium activity, making it less ideal for those with limited energy from lack of sleep or low physical activity levels.']"
147,79,"[1005, 2329, 236]",Healthy,2024-12-11 09:28:38.346215+00:00,"[""Michelle's Blonde Chicken Chili is a nutritious dish packed with lean protein and low in fat, making it a healthy option for individuals with higher BMI. With a high FSA score of 4 out of 6 and only 412 calories per serving, this recipe is perfect for those looking to maintain a balanced diet while staying active. Despite limited time for sleep and moderate activity levels, the easy preparation of this chili makes it a convenient choice for busy individuals."", 'This nutrient-dense Lentil Loaf is a heart-healthy dish containing 272 calories, 2.5g fat, and 14.6g protein with a stellar FSA score of 5. Packed with wholesome ingredients like lentils and vegetables, this recipe is perfect for individuals with higher BMI seeking a nutritious meal. With medium activity levels and limited time to spare, preparing this Lentil Loaf is a satisfying and healthful choice for those aiming to maintain their weight.', ""Michelle's Blonde Chicken Chili is a delicious and healthy dish with a perfect FSA score of 6 out of 6. With only 331 calories, 3.867334592g of fat, and 17.4g of protein, it is a nutritious option for those looking to maintain or improve their health. Whether you have a higher BMI, irregular eating habits, inadequate sleep, or moderate activity levels, this recipe is a great choice for a balanced and satisfying meal.""]"
146,78,"[3489, 3735, 5687]",Unhealthy,2024-12-11 09:28:37.795589+00:00,"['Flank Steak with Avocado Salsa is a high-calorie, high-fat dish with a FSA score of 10 out of 12, making it unhealthy for individuals with normal BMI and no eating goals. With 540 calories, 9.565638361g fat, and 25.7g protein, this recipe is not recommended for those with poor sleeping habits and medium activity levels.', 'Hawaiian Chicken II is a high-calorie dish with 540 calories, 4.74g fat, and 24.9g protein, resulting in a poor FSA score of 10 out of 12. It is not recommended for individuals with normal BMI, no specific dietary goals, limited sleep, low physical activity, and minimal interest in cooking a healthier meal.', 'Hearty Ham Casserole is a high-fat dish with a FSA score of 10, containing 452 calories, 8.2g fat, and 21.0g protein. It is not recommended for individuals with normal BMI, no specific dietary goals, minimal sleep, no physical activity, and limited time for meal preparation.']"
145,78,"[561, 494, 446]",Healthy,2024-12-11 09:28:37.790900+00:00,"['Moroccan Tagine is a healthy and flavorful dish featuring a blend of lean protein, such as chicken or lamb, with a variety of nutrient-rich vegetables like carrots, bell peppers, and tomatoes. With a FSA score of 6 out of 6, low in fat at 0.963675413g, and high in protein at 14.1g, this dish is a nutritious choice for those looking to maintain a balanced diet. Prepare this recipe to fuel your body with essential nutrients and enjoy a tasty meal without compromising on health benefits.', 'Tender pork tenderloin marinated in a sweet and tangy apple glaze. Perfect for a healthy meal with only 434 calories, low in fat at 1.933534743g, and high in protein at 22.5g. Enjoy a delicious and nutritious dish with a top FSA score of 6.', 'Moroccan Tagine is a nutritious dish made with lean protein, vegetables, and aromatic spices, resulting in a delicious and healthy meal. With a perfect FSA score of 6, 508 calories, low fat content of 2.36g, and high protein of 22.8g, it is an ideal option for those with normal BMI and medium activity levels to enjoy for dinner. Prepare this recipe to nourish your body without compromising on taste or health benefits.']"
144,77,"[3489, 3735, 5687]",Unhealthy,2024-12-11 09:28:32.776121+00:00,"['Flank Steak with Avocado Salsa is a high-calorie dish with 540 calories, 9.57g fat, and 25.7g protein. The avocado salsa adds healthy fats, but the overall FSA score of 10 out of 12 is not ideal for someone with a normal BMI and no specific dietary goals. With limited sleep and activity levels, it is best to choose a lighter, lower-calorie meal option.', ""Hawaiian Chicken II is a high-calorie dish with 540 calories and 4.74g of fat, earning a poor FSA score of 10. While it does offer a decent amount of protein at 24.9g, it may not be the best choice for someone with normal BMI and a sedentary lifestyle. It's advisable to opt for healthier, lower-calorie options for overall well-being."", 'Hearty Ham Casserole is a high-calorie dish with 452 calories, 8.2g fat, and 21.0g protein per serving, resulting in a poor FSA score of 10 out of 12. It is not recommended for individuals with normal BMI, erratic eating habits, and low physical activity levels due to its high calorie and fat content.']"
143,77,"[561, 494, 446]",Healthy,2024-12-11 09:28:32.773323+00:00,"['Moroccan Tagine is a healthy dish with a FSA score of 6, containing only 265 calories, 0.963675413g fat, and 14.1g protein. Packed with nutritious ingredients like lean protein, vegetables, and flavorful spices, it is a satisfying and nourishing meal for a user with a normal BMI and a moderately active lifestyle. Prepare this flavorful dish to enjoy a delicious and balanced meal that will keep you energized throughout the day.', 'Apple Glazed Pork Tenderloin is a healthy dish with a high protein content of 22.5g and low fat content of 1.933534743g per serving. With a FSA score of 6 out of 6, this recipe is a nutritious choice for anyone looking to maintain a balanced diet. At just 434 calories, this tasty meal is perfect for individuals with a normal BMI who engage in somewhat to very active lifestyles and desire a satisfying, health-conscious option.', 'Moroccan Tagine is a flavorful dish traditionally made with lean protein such as chicken or lamb, a variety of vegetables like carrots, potatoes, and bell peppers, and fragrant spices like cumin, cinnamon, and turmeric. With a low FSA score of 6, only 508 calories, 2.363315048g fat, and 22.8g of protein, this dish is a healthy and satisfying option for those looking to maintain a balanced diet. Prepare this nutrient-rich meal to fuel your body for your daily activities and help you achieve your health goals.']"
142,81,"[3489, 3735, 5687]",Unhealthy,2024-12-11 09:28:04.985618+00:00,"[""Flank steak with avocado salsa is a flavorful dish consisting of lean steak and nutrient-rich avocado. However, with a high FSA score of 10 out of 12 and 540 calories, it may not be the best choice for someone with no specific dietary goals. Additionally, the dish's high fat content of 9.57g may not be ideal for someone with a normal BMI and medium activity level."", 'Hawaiian Chicken II is a dish made with high-fat ingredients like chicken thighs, soy sauce, and brown sugar, resulting in a FSA score of 10/12. With 540 calories, 4.739843486g fat, and 24.9g protein per serving, this dish is not recommended for someone with normal BMI, no specific eating goals, low energy levels, and medium activity levels. It is best to opt for a healthier meal option in this case.', 'Hearty Ham Casserole is a filling dish made with ham, cheese, and eggs, which are high in fat and calories. With a high FSA score of 10 out of 12, it is not recommended for individuals with normal BMI and no specific dietary goals. With 452 calories, 8.2g fat, and 21.0g protein, this casserole is better suited for those with higher energy needs and active lifestyles.']"
141,81,"[561, 494, 446]",Healthy,2024-12-11 09:28:04.981994+00:00,"['Moroccan Tagine is a healthy and flavorful dish with a FSA score of 6, low in fat (0.963675413g), high in protein (14.1g), and only 265 calories. Perfect for someone with normal BMI, no specific eating goals, little sleep, no dietary restrictions, and moderate activity level.', 'Apple Glazed Pork Tenderloin is a healthy dish with a high protein content of 22.5g and only 1.933534743g of fat. With a FSA score of 6 out of 6, this dish is a nutritious option for individuals with a normal BMI and medium activity level. At 434 calories, this recipe is a delicious and satisfying choice for those looking for a balanced meal.', 'Moroccan Tagine is a healthy dish packed with nutritious ingredients such as lean protein from chicken or lamb, fiber-rich vegetables, and aromatic spices. With a FSA score of 6 out of 6 and only 508 calories, 2.36g fat, and 22.8g protein per serving, it is a balanced option for a satisfying meal. Ideal for someone with normal BMI, no eating goals, moderate activity levels, and limited sleep, this flavorful dish is worth the effort to prepare.']"
140,75,"[3489, 4167, 5609]",Unhealthy,2024-12-11 09:28:01.367442+00:00,"['This Flank Steak with Avocado Salsa is a flavorful dish made with lean protein and healthy fats. However, with a high FSA score of 10, 540 calories, 9.565g fat, and 25.7g protein, it may not be suitable for individuals with a higher BMI or those looking to reduce weight. If you have had little sleep and engaged in only medium activity, it is best to avoid preparing this recipe.', 'This Chicken Breast Stuffed with Spinach, Blue Cheese, and Bacon is high in fat and calories, with a FSA score of 10 out of 12. It contains 9.45g of fat and 41.6g of protein, making it a rich and indulgent dish not suitable for those trying to lose weight. If you have a higher BMI, get little sleep, and have medium activity levels, it is best to avoid preparing this recipe.', ""Uglies is a high-fat, high-calorie dish with a FSA score of 10 out of 12, making it unhealthy for individuals with higher BMI and those looking to lose weight. With 360 calories, 9.7g of fat, and 17.2g of protein, this recipe is not recommended for those with poor sleep habits and low activity levels. It's best to avoid preparing this dish if health and fitness are a priority.""]"
139,75,"[561, 91, 494]",Healthy,2024-12-11 09:28:01.364430+00:00,"['Moroccan Tagine is a nutritious and low-calorie dish with a FSA score of 6, making it a healthy choice for those with higher BMI. With only 0.963675413g fat and 14.1g protein, this flavorful meal is perfect for individuals who are looking to maintain their weight while enjoying delicious, nutrient-dense ingredients. Despite a lack of sleep and moderate physical activity, taking the time to prepare Moroccan Tagine will provide fuel and satisfaction for the body.', 'These Homemade Black Bean Veggie Burgers are a healthy option with a FSA score of 5, containing 198 calories, 1.712964285g fat, and 11.2g protein. Packed with nutritious ingredients and low in fat, they are a satisfying meal choice for someone with higher BMI and medium activity levels who wants to maintain a balanced diet. Despite limited time and sleep, preparing these burgers is quick and easy.', 'Moroccan Tagine is a nutritious dish made with lean protein, vegetables, and an array of flavorful spices. With a high protein content of 22.5g and a low fat content of 1.933534743g, it is a healthy option for those looking to maintain a balanced diet. With a FSA score of 6 out of 6 and only 434 calories per serving, it is a satisfying meal for individuals with medium activity levels and varied dietary needs.']"
138,76,"[3735, 5152, 3834]",Unhealthy,2024-12-11 09:26:52.033881+00:00,"['Hawaiian Chicken II is a high-calorie dish with 540 calories, 4.74g fat, and 24.9g protein. It has a FSA score of 10 out of 12, indicating it is not a healthy choice for those with normal BMI and moderate activity levels. It is not recommended for individuals seeking to maintain a balanced diet and healthy lifestyle.', ""Daddy's Sausage and Peppers is a high calorie dish with a FSA score of 10 out of 12, indicating poor nutritional value. With 514 calories, 9.852603996g fat, and 24.9g protein per serving, this dish may not be suitable for individuals with normal BMI and moderate activity levels. It is recommended to choose healthier alternatives for a balanced diet."", 'Quick Cassoulet is a high-fat, high-calorie dish with a FSA score of 10 out of 12, containing 466 calories, 5.05g fat, and 23.9g protein. For individuals with normal BMI and moderate activity levels, it is recommended to avoid this recipe due to its unhealthy nutritional profile, which may not support overall well-being.']"
